Company,Founded,City,Domain,Description,Founders,Investors,Amount,Stage
SuperOps.ai,2020,Chennai,Computer Software,"['SuperOps.ai', 'early', 'stage', 'startup', 'MSP']",Arvind Parthiban,"Addition, Tanglin Ventures",14000000,Series A
SuperOps.ai,2020,Chennai,Artificial Intelligence,"['SuperOps.ai', 'early', 'stage', 'startup', 'MSP']","Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital",3000000,Seed
Superplum,2019,Noida,AgriTech,"['Building', 'India', 'sophisticated', 'platform', 'high']",Shobhit Gupta,Marquee investors,3800000,Pre-series A
Superpro.ai,2019,Bengaluru,Professional Training & Coaching,"['Enabling', 'independent', 'professionals', 'bring', 'offline']","Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India",3000000,Seed
Supersourcing,2020,Indore,Software,"['Build', 'app', 'website', 'exclusive', 'network']","Mayank Pratap Singh, Aditi Chaurasia","Vijay Shekhar Sharma, Dr Ritesh Malik",200000,Seed
Supertails,2021,Bengaluru,Consumer Services,"['Supertails', 'building', 'digital', 'pet', 'care']","Vineet Khanna, Varun Sadana, Aman Tekriwal",Alteria Capital,700000,Undisclosed
Supertails,2021,Bengaluru,Pet care,"['Supertails', 'building', 'digital', 'pet', 'care']","Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, DSG Consumer Partners",2600000,Pre-series A
SuperZop,2016,Mumbai,Retail,"['SuperZop', 'India', 'vernacular', 'B2B', 'Grocery']","Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin's India Progress Fund,4000000,Series A
SuperZop,2016,Mumbai,Retail,"['SuperZop', 'India', 'vernacular', 'B2B', 'Grocery']","Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofins India Progress Fund,4000000,Series A
Supply6,2018,Bengaluru,Healthcare,"['Supply6', 'food', 'supplement', 'brand', 'claims']","Rahul Jacob, Vaibhav Bhandari","Rohit Goutamchand, India CXO Fund",100000,Seed
SupplyNote,2015,Noida,Food & Beverages,"['SupplyNote', 'Cloud', 'based', 'web', 'mobile']","Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts,1200000,Pre-series A
SustainKart,2021,Hyderabad,E-Commerce,"['India', 'largest', 'ecommerce', 'marketplace', 'exclusively']","Shilpa Reddy, Kanthi Dutt",India Accelerator,500000,Pre-seed
Svasti Microfinance,2008,Mumbai,FinTech,"['Svasti', 'works', 'urban', 'slum', 'dwellers']","Arunkumar Padmanabhan, Narayanan Subramaniam","Kayenne Ventures, Nordic Microfinance Initiative",4000000,Undisclosed
Svish,2020,Gurugram,Consumer Goods,"['D2C', 'personal', 'hygiene', 'startup']","Ishan, Jaideep Mahajan",Nueva,400000,Seed
Swageazy,2021,Gurugram,Marketing & Advertising,"['Swageazy', 'operates', 'enterprise', 'gifting', 'platform']","Sneh Setu, Sameer Wahie",Anicut Capital and Dhruv Toshniwal,700000,Seed
"Swageazy,",2021,Gurugram,Marketing & Advertising,"['Swageazy', 'operates', 'enterprise', 'gifting', 'platform']","Sneh Setu, Sameer Wahie",Anicut Capital and Dhruv Toshniwal,70000000,Seed
Swajal,2015,Gurugram,Environment,"['Swajal', 'uses', 'clean', 'solar', 'energy']","Advait Kumar, Vibha Tripathi","Rajasthan Venture Capital Fund, ACPL Exports",1600000,Pre-series A
Swiflearn,2019,Gurugram,EdTech,"['Swiflearn', 'provides', 'online', 'tuition', 'classes']","Abhinav Agarwal, Anand Bakode","Venture Highway, Stellaris Venture Partners",3000000,Pre-series A
Swiggy,2014,Bengaluru,Food Delivery,"['approach', 'Swiggy', 'India', 'leading', 'demand']","Sriharsha Majety, Rahul Bothra, Dale Vaz",Invesco,700000000,Undisclosed
Swiggy,2014,Bengaluru,Food Delivery,"['food', 'Swiggy', 'demand', 'delivery', 'platform']","Nandan Reddy, Rahul Jaimini, Sriharsha Majety","Carmignac, Falcon Edge Capital",800000000,Undisclosed
Synapsica,2017,New Delhi,Healthcare,"['Artificial', 'Intelligence', 'tools', 'quality', 'diagnostic']","Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners",4000000,Series A
Syook,2016,Bengaluru,Industrial Automation,"['Syook', 'building', 'generation', 'enterprise', 'IOT']","Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC",1000000,Series A
TABLT,2018,Kolkata,Healthcare,"['TABLT', 'Previously', 'Sabse', 'Sasta', 'Dukaan']",Anish Agarwal,Siti Cable,3000000,Seies A
TagZ Foods,2019,Bengaluru,Food & Beverages,"['TagZ', 'Foods', 'supplier', 'snacks', 'food']","Anish Basu Roy, Sagar Bhalotia",Venture Catalysts,500000,Pre-series A
Tamasha,2020,Mumbai,Entertainment,"['Tamasha', 'generation', 'interactive', 'entertainment', 'platform']","Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures,3000000,Pre-series A
TartanHQ,2015,Bengaluru,Information Technology,"['Tartan', 'payroll', 'connectivity', 'API', 'company']",Pramey Jain,Varanium Capital Advisors and 500 Startups,4500000,Seed
TartanSense,2015,Bengaluru,Information Technology,"['TartanSense', 'unlocks', 'value', 'small', 'farm']",Jaisimha Rao,"FMC, Omnivore, Blume Ventures",5000000,Series A
TartanSense,2015,Bengaluru,Information Technology,"['TartanSense', 'unlocks', 'value', 'small', 'farm']",Jaisimha Rao,"FMC, Omnivore, Blume Ventures",5000000,Undisclosed
Taskmo,2018,Bengaluru,B2B Marketplace,"['Platform', '|', 'Gig', 'Economy', 'Task']","Prashant Janadari, Naveen Ramchandra",Quess Corp India,1400000,Undisclosed
Tata Digital,2019,Mumbai,Internet,"['consumer', 'Tata', 'Digital', 'build', 'centric']",Tata Sons Private Limited,Temasek Holdings and SoftBank Capital,50000000,Undisclosed
Teachmint,2020,Bengaluru,EdTech,"['Teachmint', 'education', 'technology', 'platform', 'created']","Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Learn Capital,20000000,Pre-series B
Teachmint,2020,Bengaluru,EdTech,"['Teachmint', 'online', 'learning', 'platform', 'focuses']","Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures",16500000,Series A
Teachmint,2020,Bengaluru,E-Learning,"['Teachmint', 'education', 'infrastructure', 'provider', 'Indias']","Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital",78000000,Series B
TechEagle,2015,Gurugram,Aviation,"['Safe', 'secure', 'reliable', 'Demand', 'Drone']",Vikram Singh Meena,India Accelerator,500000,Seed
Tekie,2017,Gurugram,EdTech,"['Tekie', 'live', 'coding', 'platform', 'kids']","Anand Verma, Naman Mukund","GSV, Multiply Ventures",1500000,Seed
TenderCuts,2011,Chennai,Food & Beverages,"['free', 'TenderCuts', 'online', 'meat', 'shop']",Nishanth Chandran,"Paragon Partners, NABVENTURES",15000000,Undisclosed
Tessol,2013,Mumbai,Logistics,"['Tessol', 'energy', 'efficient', 'fuel', 'saving']",Rajat Gupta,1Crowd and 1Fund,961100000,Unknown
Tessolve,1993,Bengaluru,Electronics,"['engineering', 'design', 'Tessolve', 'Semiconductor', 'offers']","P Raja Manickam, Srinivas Chinamilli, Veerappan V",Novo Tellus Capital,40000000,Undisclosed
TestSigma,2019,Bengaluru,Information Technology,"['powerful', 'open', 'source', 'test', 'automation']","Rukmangada Kandyala, Pratheep Velicherla, Vikram Chaitanya, Rajesh Reddy","Accel, STRIVE",4600000,Undisclosed
Text Mercato,2015,Bengaluru,Information Technology,"['Text', 'Mercato', 'helps', 'develop', 'content']","Kiran Ramakrishna, Subhajit Mukherjee",Tremis Capital and 1Crowd,3600000,Seed
ThatMate,2019,Satara,Healthcare,"['ThatMate', 'sexual', 'mental', 'wellness', 'app']",Nishant Neeraj,"Supriya Kumari, Premanshu Singh",140000,Undisclosed
The Ayurveda Co,2021,Gurugram,Manufacturing,"['D2C', 'ayurvedic', 'brand']","Param Bhargava, Shreedha Singh",Wipro,3000000,Undisclosed
The Ayurveda Experience,2010,Singapore,Healthcare,"['Ayurveda', 'Experience', 'health', 'wellness', 'company']",Rishav Gupta,Riverwalk Holdings and Fireside Ventures,75000000,Unknown
The ePlane,2016,Chennai,Drone,"['Transforming', 'mobility', 'landscape', 'aerial', 'transport']","Pranjal Mehta, Satyanarayanan Chakravarthy","Speciale Invest, Farid Ahsan",1000000,Seed
The ePlane Company,2017,Chennai,Aviation,"['ePlane', 'Company', 'started', 'IIT', 'Madras']","Satya Chakravarthy, Pranjal Mehta","Speciale Invest, Micelio",5000000,Pre-series A
The Good Glamm Group,2021,Pune,Information Technology,"['South', 'Asia', 'largest', 'Content', 'Commerce']","Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures",150000000,Series D
The Gourmet Jar,2012,Noida,Food & Beverages,"['Gourmet', 'Jar', 'offers', 'range', 'premium']",Apeksha Jain,DevX Venture Fund,150000,Undisclosed
The Health Factory,2017,Mumbai,Food & Beverages,"['high', 'protein', 'Health', 'Factory', 'provides']",Mohit Sankhala,Venture Garage and Vikas D Nahar,2000000,Seed
The Hosteller,2015,Mumbai,Hospitality,"['Pit', 'stop', 'global', 'local', 'travellers']",Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",1000000,Pre-series A
The Indus Valley,2016,Chennai,Consumer Goods,"['Consumer', 'GoodsThe', 'Indus', 'Valley', 'Direct']","Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels",1100000,Undisclosed
The Meat chop,2020,Chennai,Food &Beverages,"['Meat', 'Chop', 'STOP', 'SHOP', 'meat']",Ankur Agarwal,Jai Kumar and Mohan Karuppiah,700000,Seed
The Money Club,2016,Noida,FinTech,"['peer', 'Money', 'Club', 'mobile', 'platform']","Manuraj Jain, Surajit Ra","SOSV, Venture Catalysts",1700000,Pre-series A
The Sleep Company,2019,Mumbai,Consumer Goods,"['sleep', 'Patent', 'Pending', 'technology', 'developed']","Priyanka Salot, Harshil Salot",Fireside Ventures,1000000,Pre-series A
The Viral Fever,2012,Mumbai,Entertainment,"['India', 'leading', 'digital', 'entertainment', 'network']",Arunabh Kumar,BlackSoil,2000000,Undisclosed
The Whole Truth,2019,Mumbai,Food & Beverages,"['Believe', 'simple', 'homely', 'ingredients', 'minimally']",Shashank Mehta,Sequoia Capital,6000000,Series A
TheGamingProject,2018,New Delhi,Software,"['Gaming', 'Project', 'cloud', 'gaming', 'service']",Manan Mittal,Upsparks and Black Kite Capital,50000000,Seed
TheHouseMonk,2019,Bengaluru,Real Estate,"['complete', 'property', 'management', 'software', 'platform']","Ajay Kumar, Balaji Varadharajan",Aurum Proptech,5000000,Undisclosed
ThingsUp,2017,Pune,Internet,"['IoT', 'Thingsup', 'Enterprise', 'Platform', 'securely']","Akshay Ghadage, Pranav Naiknavare",Lead Angels Network,70460000,Seed
Thingsup,2020,Pune,IoT,"['Thingsup', 'Enterprise', 'Grade', 'IoT', 'Platform']","Akshay Ghadage, Pranav Naiknavare",GSF Accelerator,1000000,Undisclosed
Threado,2020,Bengaluru,Software,"['community', 'Threado', 'management', 'platform', 'helps']","Abhishek Nalin, Pramod Rao",Archana Priyadarshini and Vertex Ventures Southeast,3100000,Seed
Threedots,2021,Bengaluru,FinTech,"['community', 'investing', 'platform']","Prakhar Bhardwaj, Rishu Garg, Akul Agarwal",Kalaari Capital,4000000,Seed
Tickertape,2019,Bengaluru,FinTech,"['Tickertape', 'provides', 'data', 'information', 'content']",Ujjwal Ankur,Smallcase,5000000,Undisclosed
Tilt ,2016,Bengaluru,Automotive,"['bike', 'share', 'Indian', 'campuses']",Deepak VS,Y Combinator,125000,Undisclosed
Tinkerly,2015,Jaipur,EdTech,"['learning', 'STEM', 'online', 'offline', 'solutions']","O.P. Godara, Vivek Pathak, Kapil Arya, Sharad Bansal",Navneet Education,800000,Undisclosed
Toffee Coffee,2019,Bengaluru,Food Processing,"['Toffee', 'Coffee', 'Roasters', 'provides', 'coffee']",Nandini Shrivastava,Uday Chatterjee and Rajeev Sarda,1000000,Seed
toothsi,2018,Mumbai,Healthcare,"['Toothsi', 'offers', 'home', 'smile', 'makeover']","Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale",Stride Ventures,9000000,Undisclosed
Toothsi,2018,Mumbai,Healthcare,"['India', 'largest', 'home', 'smile', 'makeover']","Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale","Eight Roads Ventures, Think Investments, Mankekar Family Office",20000000,Series B
Toothsi,2018,Mumbai,Healthcare,"['ToothSi', 'new', 'age', 'startup', 'dental']","Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale",Think Investments,5000000,Series A
Toplyne,2021,Bengaluru,Computer Software,"['Toplyne', 'helps', 'sales', 'teams', 'product']","Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund",2500000,Undisclosed
Toppersnotes,2015,Jaipur,Education Management,"['Toppersnotes', 'edtech', 'company', 'primarily', 'operating']","Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures,1000000,Seed
Totality,2017,Gurugram,Entertainment,"['Totality', 'goal', 'combining', 'scalability', 'technology']",Anshul Rustaggi,"Leo Capital, Mayfield Fund",1000000,Undisclosed
Trainman,2014,Gurugram,Travel,"['Book', 'train', 'tickets', 'IRCTC', 'authorized']","Karan Kumar, Mohammad Amir, Vineet Chirania",Goodwater Capital and HEM ANGELS,9500000,Seed
Trainn,2020,Chennai,Computer Software,"['product', 'Trainn', 'helps', 'SaaS', 'companies']","Vivekanandhan Natarajan, Sumana Abirami Ammaiyappan",Speciale Invest,700000,Seed
TranZact,2017,Mumbai,Information Technology,"['mission', 'digitize', 'millions', 'Indian', 'SMEs']","Ritesh Kumar, Sharad Sen Sharma, Rohan Sen Sharma","Tribe Capital, Prime Venture Partners",7000000,Series A
TravClan,2018,New Delhi,B2B Travel,"['mission', 'solve', 'genuine', 'problem', 'faced']","Arun Bagaria, Ashish Thapliyal",TheVentures,2200000,Pre-series A
Traya,2019,Mumbai,Healthcare,"['Traya', 'provides', 'doctor', 'prescribed', 'treatment']","Saloni Anand, Altaf Saiyed",Fireside Ventures,2200000,Pre-series A
TRDR,2020,Bengaluru,FinTech,"['TRDR', 'new', 'approach', 'investing']",Ricky Jacob,"Kunal Shah, Snehal Fulzele",150000,Undisclosed
Treebo Hotels,2015,Bengaluru,Hospitality,"['Treebo', 'Hotels', 'India', 'loved', 'hotel']","Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,16000000,Series D
Trell,2016,Bengaluru,Social commerce,"['India', 'Largest', 'Lifestyle', 'Social', 'Commerce']","Pulkit Agarwal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Mirae Asset, H&M",45000000,Series B
Trell,2016,Bengaluru,Social commerce,"['Trell', 'turning', 'new', 'leaf', 'wave']","Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon,100000000,Undisclosed
Trendlyne,2016,Bengaluru,FinTech,"['analytics', 'Trendlyne', 'multi', 'geo', 'platform']","Amber Pabreja, Devi Yesodharan, Ketan Go",. IIFL Special Opportunities Fund and IIFL Securities,2800000,SeriesA
Trica,2021,Mumbai,Equity Management,"['Powering', 'private', 'markets', 'technology', 'platform']",Nimesh Kampani,LetsVenture,3000000,Seed
Tring,2019,Mumbai,Social Media,"['Tring', 'celebrity', 'engagement', 'platform', 'occasions']",Rahul Saini,Redbrook Pte Ltd and Blume Founders Fund,7400000,Seed
Trinkerr,2021,Bengaluru,Capital Markets,"['Trinkerr', 'India', 'social', 'trading', 'platform']","Manvendra Singh, Gaurav Agarwal",Accel India,6600000,Series A
Troo Good,2018,Hyderabad,E-Commerce,"['FMCG', 'company', 'selling', 'nutritious', 'products']",Raju Bhupati,OAKS Asset Management,7000000,Series A
True Balance,2014,Gurugram,FinTech,"['Balancehero', 'India', 'Private', 'Limited', 'BHI']",Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",30000000,Undisclosed
True Balance,2014,Gurugram,FinTech,"['True', 'Balance', 'digital', 'wallet', 'enables']","Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity",10000000,Debt
True Elements,2011,Pune,Food & Beverages,"['Committed', 'improving', 'quality', 'life', 'True']","Puru Gupta, Sreejith Moolayil",RP-Sanjiv Goenka Group,1000000,Undisclosed
TrueFoundry,2021,San Francisco,Software,"['TrueFoundry', 'provides', 'fastest', 'framework', 'Post']",Nikunj Bajaj,Dilip Khandelwal and Anthony Goldbloom,2300000,Seed
Truemeds,2019,Mumbai,Healthcare,"['Truemeds', 'health', 'tech', 'startup']","Akshat Nayyar, Kunal Wani",InfoEdge,5000000,Series A
TrulyMadly,2013,New Delhi,Dating ,"['Trulymadly', 'dating', 'platform', 'uses', 'match']","Hitesh Dhingra, Rahul Kumar, Sachin Bhatia","Gaurav Munjal, Snehil Khanor",2000000,Pre-series A
Tummoc,2016,Bengaluru,Mobility,"['Tummoc', 'helps', 'track', 'find', 'actionable']","Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",540000,Seed
TurboHire,2019,Hyderabad,Software,"['TurboHire', 'intelligent', 'Applicant', 'Tracking', 'Recruitment']","Abhishek Kabra, Aman Gour, Deepak Agrawal, Gaurav Kumar, Rakesh Nayak",Purvansh Holdings and Mumbai Angels,300000,Seeds
Turnip,2020,Bengaluru,Gaming,"['gaming', 'Turnip', 'Home', 'mobile', 'community']","Aditya Sharma, Pooja Dubey","Greenoaks, Elevation Capital",12000000,Series A
Turnip,2020,Bengaluru,Gaming,"['Turnip', 'live', 'game', 'streaming', 'community']","Aditya Sharma, Pooja Dubey",Elevation Capital,1600000,Seed
Turno,2022,Bengaluru,FinTech,"['Turno', 'EV', 'focused', 'fintech', 'company']",Hemanth Aluro,Matilde Giglio and Avaana Capital,3100000,Undisclosed
Turtlemint,2015,Mumbai,Insurance,"['insurance', 'Turtlemint', 'online', 'platform', 'identifies']","Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures,45000000,Series D
Tvasta,2016,Chennai,Automation,"['Developing', 'new', 'age', 'manufacturing', 'automation']","Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International,400000,Undisclosed
TWID,2020,Bengaluru,FinTech,"['TWID', 'shaping', 'future', 'Digital', 'Currencies']","Amit Sharma, Amit Koshal, Rishi Batra","BEENEXT, Sequoias Surge",2500000,Undisclosed
TWID,2020,Bengaluru,FinTech,"['TWID', 'shaping', 'future', 'Digital', 'Currencies']","Amit Sharma, Amit Koshal, Rishi Batra","BEENEXT, Sequoia's Surge",2500000,Undisclosed
Twin Health,2018,Chennai,Healthcare,"['Twin', 'Health', 'invented', 'Body', 'Digital']",Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",140000000,Series C
Uable,2020,Bengaluru,EdTech,"['Uable', 'bold', 'mission', 'redefine', 'future']",Saurabh saxena,"JAFCO Asia, Chiratae Ventures",35000000,Pre-series A
Udaan,2016,Bengaluru,E-Commerce,"['platform', 'Udaan', 'B2B', 'trade', 'brings']","Amod Malviya, Sujeet Kumar, Vaibhav Gupta","Octahedron Capital, Moonstone Capital",280000000,Undisclosed
Udayy,2019,Gurgaon,EdTech,"['Interactive', 'learning', 'platform', 'kids']","Saumya Yadav, Mahak Garg, Karan Varshney",Alpha Wave Incubation,2500000,Seed
Udayy,2019,Gurugram,EdTech,"['Interactive', 'learning', 'platform', 'kids']","Saumya Yadav, Mahak Garg, Karan Varshney",Alpha Wave Incubation,2500000,Seed
Ultrahuman,2020,Bengaluru,Healthcare,"['Ultrahuman', 'global', 'health', 'fitness', 'platform']","Mohit Kumar, Vatsal Singhal",Tiger Globals Scott Schleifer,17500000,Undisclosed
Ultrahuman,2020,Bengaluru,Healthcare,"['Ultrahuman', 'global', 'health', 'fitness', 'platform']","Mohit Kumar, Vatsal Singhal",Tiger Global's Scott Schleifer,17500000,Undisclosed
Ultraviolette,2021,Bengaluru,Automotive,"['Create', 'Inspire', 'future', 'sustainable', 'urban']","Subramaniam Narayan, Niraj Rajmohan","TVS Motor, Zoho",150000000,Series C
Unacademy,2015,Bengaluru,E-Learning,"['Unacademy', 'online', 'learning', 'platform', 'provides']","Gaurav Munjal, Hemesh Singh",Multiples,838500000,Undisclosed
Unacademy,2015,Bengaluru,EdTech,"['Unacademy', 'online', 'learning', 'platform', 'providing']","Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic",50000000,Undisclosed
Unbox Robotics,2019,Bengaluru,Artificial Intelligence,"['Unbox', 'Robotics', 'builds', 'demand', 'AI']","Pramod Ghadge, Shahid Memon","BEENEXT, Entrepreneur First",1200000,Pre-series A
Unbox Robotics,2019,Pune,Logistics,"['Unbox', 'Robotics', 'building', 'software', 'defined']","Pramod Ghadge, Shahid Memon, Rohit Pitale","3one4 Capital, Sixth Sense Ventures",7000000,Series A
